,Player Id,Name,Position,5Year,Completion Percentage,First Down Receptions,First Year,Fumbles,Games Played,HOF,Int Rate,Ints,Last Year,Longest Pass,Longest Reception,Longest Rushing Run,Pass Attempts Per Game,Passer Rating,Passes Attempted,Passes Completed,Passes Longer than 20 Yards,Passes Longer than 40 Yards,Passing Yards Per Attempt,Passing Yards Per Game,Passing Yards adj,Percentage of Rushing First Downs,Percentage of TDs per Attempts,Receiving TDs adj,Receiving Yards Per Game,Receiving Yards adj,Receptions,Receptions Longer than 20 Yards,Receptions Longer than 40 Yards,Rushing Attempts,Rushing Attempts Per Game,Rushing First Downs,Rushing More Than 20 Yards,Rushing More Than 40 Yards,Rushing TDs adj,Rushing Yards Per Game,Rushing Yards adj,SB Loss,SB Win,Sacked Yards Lost,Sacks,Seasons,TD Passes adj,Yards Per Carry,Yards Per Reception,Year,MVP,SB MVP,GWD,PGWD
10,aaronhalterman/2506175,"Halterman, Aaron",2,2005,0.0,1.0,2007,0.0,9.0,0,0.0,0.0,2007,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.708782814019419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2007.0,0.0,0.0,0.0,0.0
11,aaronlaing/2501680,"Laing, Aaron",2,1995,0.0,7.0,1994,0.0,32.0,0,0.0,0.0,1997,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.029850746268667,0.0,170.34697456883455,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1996.0,0.0,0.0,0.0,0.0
12,aaronmarsh/2520184,"Marsh, Aaron",2,1965,0.0,0.0,1968,0.0,28.0,0,0.0,0.0,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.600000000000035,0.0,547.7367813680191,27.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.469409217445,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1968.0,0.0,0.0,0.0,0.0
13,aaronpierce/2502481,"Pierce, Aaron",2,1995,0.0,46.0,1992,3.0,82.0,0,0.0,0.0,1999,0.0,179.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.149253731343335,0.0,1192.4288219818418,97.0,13.0,2.0,2.0,0.0,1.0,0.0,0.0,1.1797235023041257,0.0,7.381743606914279,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1995.0,0.0,0.0,0.0,0.0
14,aaronripkowski/2552477,"Ripkowski, Aaron",1,2015,0.0,3.0,2015,0.0,31.0,0,0.0,0.0,2016,0.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1311475409836305,0.0,70.87076350093281,10.0,0.0,0.0,34.0,0.0,10.0,0.0,0.0,2.8926553672316766,0.0,201.65403905666273,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2016.0,0.0,0.0,0.0,0.0
15,aaronrodgers/2506363,"Rodgers, Aaron",0,2010,0.6514923770667812,0.0,2005,15.0,142.0,0,0.015460596950826713,72.0,2016,775.0,-1.0,240.0,0.0,104.14027270775176,4657.0,3034.0,483.0,104.0,7.907880609834658,0.0,36827.0,0.36926147704590817,0.06377496242216019,0.0,0.0,-1.0,1.0,0.0,0.0,501.0,0.0,185.0,10.0,0.0,32.653061224490614,0.0,2790.658017327812,0.0,1.0,2163.0,341.0,12.0,297.0,5.077844311377246,0.0,2010.0,2.0,1.0,19.0,2.0
16,aaronthomas/2527207,"Thomas, Aaron",2,1965,0.0,0.0,1961,0.0,133.0,0,0.0,0.0,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.550000000000324,0.0,5681.989299202641,262.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.586761521806249,0.0,0.0,0.0,0.0,11.0,0.0,0.0,17.38167938931298,1965.0,0.0,0.0,0.0,0.0
17,aaronwalker/2505567,"Walker, Aaron",2,2005,0.0,16.0,2003,0.0,55.0,0,0.0,0.0,2007,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1189189189189548,0.0,343.5914625677227,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0,0.0
18,abekarnofsky/2518151,"Karnofsky, Abe",2,1945,0.0,0.0,1945,0.0,19.0,0,0.0,0.0,1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6559999999999788,0.0,534.7552859309473,13.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,6.095238095238075,0.0,494.9741371541865,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1946.0,0.0,0.0,0.0,0.0
19,abemartin/2520257,"Martin, Abe",1,1930,0.0,0.0,1932,0.0,9.0,0,0.0,0.0,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8139534883721184,0.0,725.0043103448312,3.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,3.200000000000016,0.0,452.37325773683,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1932.0,0.0,0.0,0.0,0.0
20,aceparker/2522734,"Parker, Ace",0,1940,0.4527363184079602,0.0,1937,0.0,56.0,1,0.0779436152570481,47.0,1945,0.0,0.0,0.0,0.0,46.68670536207849,603.0,273.0,0.0,0.0,6.525704809286899,0.0,15149.649154279721,0.0,0.03648424543946932,9.553846153846237,0.0,954.4408620991719,8.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,29.090909090909307,0.0,3861.2957123098413,0.0,0.0,0.0,0.0,6.0,72.21739130434823,2.619385342789598,0.0,1940.0,0.0,0.0,0.0,0.0
21,acesanders/2540267,"Sanders, Ace",2,2010,0.0,23.0,2013,0.0,27.0,0,0.0,0.0,2014,21.0,75.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,539.0,57.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.387827071270145,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2014.0,0.0,0.0,0.0,0.0
22,adamhumphries/2553895,"Humphries, Adam",2,2015,0.0,45.0,2015,0.0,28.0,0,0.0,0.0,2016,0.0,69.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.393442622950891,0.0,976.6877094972303,82.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,24.198484686799528,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2016.0,0.0,0.0,0.0,0.0
23,adamjennings/2495866,"Jennings, Adam",2,2005,0.0,3.0,2006,0.0,46.0,0,0.0,0.0,2009,0.0,28.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1189189189189548,0.0,68.27779063845772,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.0,0.0
24,adamjones/2506345,"Jones, Adam",2,2010,0.0,2.0,2005,0.0,130.0,0,0.0,0.0,2016,0.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8.77565414254029,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0
25,adamthielen/2541785,"Thielen, Adam",2,2015,0.0,56.0,2014,1.0,48.0,0,0.0,0.0,2016,0.0,145.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.786885245901782,0.0,1381.9798882681898,89.0,19.0,3.0,6.0,0.0,5.0,2.0,1.0,0.0,0.0,139.81346707928617,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,0.0
26,adamvinatieri/2503471,"Vinatieri, Adam",0,2005,0.0,0.0,1996,0.0,322.0,0,0.0,0.0,2016,4.0,0.0,0.0,0.003105590062111801,0.0,1.0,1.0,0.0,0.0,0.0,0.012422360248447204,4.488779992230988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,21.0,1.235173824130913,0.0,0.0,2006.0,0.0,0.0,0.0,0.0
27,adamwalker/2503497,"Walker, Adam",1,1990,0.0,4.0,1987,2.0,45.0,0,0.0,0.0,1996,0.0,19.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.85250206681575,12.0,0.0,0.0,32.0,0.0,7.0,0.0,0.0,2.7826086956521046,0.0,139.559772661597,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1994.0,0.0,0.0,0.0,0.0
28,adamwalker/2528077,"Walker, Adam",1,1985,0.0,0.0,1987,0.0,2.0,0,0.0,0.0,1996,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.613612194257205,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.120419787415738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1987.0,0.0,0.0,0.0,0.0
29,adgerarmstrong/2508627,"Armstrong, Adger",2,1980,0.0,0.0,1980,0.0,80.0,0,0.0,0.0,1985,0.0,124.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.113207547170125,0.0,924.4107504515549,80.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,2.485436893203862,0.0,253.3418647166326,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1982.0,0.0,0.0,0.0,0.0
30,adimchinobeechemandu/2506072,"Echemandu, Adimchinobe",1,2005,0.0,1.0,2004,2.0,19.0,0,0.0,0.0,2007,0.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.645168757814155,5.0,0.0,0.0,28.0,0.0,5.0,1.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0
31,adolphkissell/2518573,"Kissell, Adolph",0,1940,0.0,0.0,1942,0.0,4.0,0,0.0,0.0,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.484923928077474,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1942.0,0.0,0.0,0.0,0.0
32,adrianarrington/1058,"Arrington, Adrian",2,2010,0.0,5.0,2010,0.0,5.0,0,0.0,0.0,2011,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.0
33,adrianmadise/2505446,"Madise, Adrian",1,2000,0.0,0.0,2003,0.0,11.0,0,0.0,0.0,2003,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.384674292825714,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.337668731793237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2003.0,0.0,0.0,0.0,0.0
34,adrianpeterson/2505173,"Peterson, Adrian",1,2005,0.0,22.0,2002,5.0,106.0,0,0.0,0.0,2016,9.0,162.0,136.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.099754982519723,0.21543408360128619,0.0,0.0,0.0,732.3343673318449,78.0,6.0,0.0,311.0,0.0,67.0,5.0,0.0,8.0,0.0,1283.0,1.0,0.0,0.0,0.0,8.0,1.235173824130913,4.12540192926045,0.0,2006.0,1.0,0.0,0.0,0.0
35,adrianpeterson/2507164,"Peterson, Adrian",1,2010,0.0,85.0,2002,39.0,123.0,0,0.0,0.0,2016,0.0,302.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23035566583953682,0.0,5.0,0.0,1945.0,241.0,18.0,4.0,2418.0,0.0,557.0,104.0,32.0,126.69387755102359,0.0,12885.9511515526,0.0,0.0,0.0,0.0,10.0,0.0,4.858147229114971,8.070539419087137,2012.0,1.0,0.0,0.0,0.0
36,ahmadrashad/2523758,"Rashad, Ahmad",2,1975,0.0,0.0,1972,0.0,139.0,0,0.0,0.0,1982,0.0,355.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.38356164383608,0.0,10102.727476217033,495.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,63.70979820082715,1.0,0.0,0.0,0.0,10.0,0.0,0.0,13.8,1977.0,0.0,0.0,0.0,0.0
37,ahmardhall/2507007,"Hall, Ahmard",2,2005,0.0,23.0,2006,5.0,85.0,0,0.0,0.0,2011,0.0,137.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2378378378379096,0.0,617.8038798092706,73.0,4.0,1.0,24.0,0.0,11.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.0,0.0
38,ajmccarron/2543497,"McCarron, AJ",0,2015,0.0,0.0,2015,1.0,8.0,0,0.0,2.0,2016,66.0,0.0,16.0,0.0,0.0,119.0,79.0,11.0,2.0,0.0,0.0,925.0609578472086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,41.675168071710296,0.0,0.0,63.0,12.0,2.0,7.023255813953354,0.0,0.0,2016.0,0.0,0.0,0.0,0.0
39,akeemhunt/2553660,"Hunt, Akeem",1,2015,0.0,3.0,2015,2.0,15.0,0,0.0,0.0,2016,0.0,51.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.30018621974111,9.0,2.0,0.0,37.0,0.0,10.0,2.0,0.0,0.0,0.0,275.5938533774391,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2016.0,0.0,0.0,0.0,0.0
40,alabamapitts/2523285,"Pitts, Alabama",2,1935,0.0,0.0,1935,0.0,3.0,0,0.0,0.0,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.40009537434472,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1935.0,0.0,0.0,0.0,0.0
41,alanameche/2508436,"Ameche, Alan",1,1955,0.0,0.0,1955,0.0,70.0,0,0.0,0.0,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.715789473684175,0.0,1669.5526189792292,101.0,0.0,0.0,964.0,0.0,0.0,0.0,0.0,85.33333333333373,0.0,8336.835991820086,0.0,0.0,0.0,0.0,6.0,0.0,4.196058091286307,0.0,1958.0,0.0,0.0,0.0,0.0
42,alancross/2556508,"Cross, Alan",2,2015,0.0,3.0,2016,0.0,14.0,0,0.0,0.0,2016,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1311475409836305,0.0,42.07951582867886,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2016.0,0.0,0.0,0.0,0.0
43,alanricard/2503875,"Ricard, Alan",2,2000,0.0,11.0,2001,0.0,55.0,0,0.0,0.0,2005,0.0,51.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.78566984158027,32.0,0.0,0.0,43.0,0.0,12.0,1.0,0.0,2.370370370370416,0.0,178.841669060023,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2003.0,0.0,0.0,0.0,0.0
44,alanrisher/2524210,"Risher, Alan",0,1985,0.0,0.0,1985,0.0,19.0,0,0.0,3.0,1987,46.0,0.0,25.0,0.0,0.0,74.0,44.0,0.0,0.0,0.0,0.0,699.9030531324097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.3473684210525918,0.0,83.62129434453186,0.0,0.0,77.0,12.0,2.0,4.273584905660309,0.0,0.0,1986.0,0.0,0.0,0.0,0.0
45,albaldwin/2508908,"Baldwin, Al",2,1950,0.0,0.0,1950,0.0,12.0,0,0.0,0.0,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.599999999999975,0.0,1057.5366498437932,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1950.0,0.0,0.0,0.0,0.0
46,albarnes/2509006,"Barnes, Al",2,1970,0.0,0.0,1972,0.0,20.0,0,0.0,0.0,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6369426751592826,0.0,159.828753908594,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1972.0,0.0,0.0,0.0,0.0
47,albertwilson/2550272,"Wilson, Albert",2,2015,0.0,42.0,2014,0.0,42.0,0,0.0,0.0,2016,0.0,134.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.524590163934522,0.0,1096.2821229050544,82.0,14.0,5.0,7.0,0.0,2.0,1.0,1.0,1.4463276836158383,0.0,102.17137978870912,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,0.0
48,albertyoung/2507378,"Young, Albert",1,2010,0.0,0.0,2009,0.0,10.0,0,0.0,0.0,2010,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,89.95045496103798,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.0
49,albiereisz/2523953,"Reisz, Albie",0,1945,0.0,0.0,1944,0.0,22.0,0,0.0,13.0,1946,0.0,0.0,0.0,0.0,0.0,134.0,57.0,0.0,0.0,0.0,0.0,2413.6366453139985,0.0,0.0,0.0,0.0,23.342492639842934,1.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,4.06349206349205,0.0,299.70911057042485,0.0,0.0,0.0,0.0,3.0,23.4108527131782,0.0,0.0,1945.0,0.0,0.0,0.0,0.0
50,alcampana/2510961,"Campana, Al",1,1950,0.0,0.0,1950,0.0,31.0,0,0.0,0.0,1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.23375791075924,6.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,2.3925233644859563,0.0,340.8019269964833,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1952.0,0.0,0.0,0.0,0.0
51,alcannava/2511014,"Cannava, Al",2,1950,0.0,0.0,1950,0.0,1.0,0,0.0,0.0,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.353200352479654,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.668519547897032,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1950.0,0.0,0.0,0.0,0.0
52,alcarmichael/2511089,"Carmichael, Al",2,1955,0.0,0.0,1953,0.0,84.0,0,0.0,0.0,1961,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,57.10512003274923,0.0,0.0,17.43157894736835,0.0,3719.480800536264,112.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,8.533333333333372,0.0,1951.7883026584973,0.0,0.0,0.0,0.0,8.0,0.0,4.2657657657657655,0.0,1957.0,0.0,0.0,0.0,0.0
53,alchandler/2511334,"Chandler, Al",2,1975,0.0,0.0,1973,0.0,85.0,0,0.0,0.0,1979,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.760273972602835,0.0,542.7757259217759,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1977.0,0.0,0.0,0.0,0.0
54,aldekdebrun/2512731,"Dekdebrun, Al",1,1945,0.0,0.0,1948,0.0,2.0,0,0.0,1.0,1948,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.2299818966717195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.787329908984454,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,1948.0,0.0,0.0,0.0,0.0
